id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds
10516,Brisbane Bears,21,1990-08-26,1990,H,West Coast Eagles,1.2 5.5 7.8 8.11,59,4.4 9.7 11.10 14.16,100,L,41,People First Stadium,7286.0,8,11,14,16
10521,Brisbane Bears,5,1991-04-20,1991,A,Collingwood Magpies,5.2 10.5 13.9 14.9,93,2.6 6.11 11.17 16.19,115,L,22,Victoria Park,20403.0,14,9,16,19
10541,Brisbane Bears,2,1992-03-28,1992,A,Collingwood Magpies,5.2 7.4 9.5 13.10,88,3.4 11.10 18.13 23.16,154,L,66,Victoria Park,26166.0,13,10,23,16
10543,Brisbane Bears,5,1992-04-18,1992,H,West Coast Eagles,3.2 6.5 10.6 14.8,92,4.5 6.10 10.13 13.14,92,D,0,People First Stadium,6923.0,14,8,13,14
10544,Brisbane Bears,6,1992-04-26,1992,A,Adelaide Crows,3.1 5.3 8.5 11.8,74,4.4 12.10 17.15 19.20,134,L,60,AAMI Stadium,42759.0,11,8,19,20
10545,Brisbane Bears,7,1992-05-03,1992,H,Geelong Cats,2.2 2.4 7.8 11.9,75,7.4 16.9 23.14 37.17,239,L,164,People First Stadium,7645.0,11,9,37,17
10546,Brisbane Bears,8,1992-05-08,1992,A,Sydney Swans,4.1 7.3 7.5 8.13,61,4.3 12.7 15.18 19.21,135,L,74,Sydney Cricket Ground,7425.0,8,13,19,21
10547,Brisbane Bears,9,1992-05-17,1992,H,Western Bulldogs,3.0 4.1 5.5 6.6,42,4.4 6.10 7.15 11.18,84,L,42,People First Stadium,3059.0,6,6,11,18
10549,Brisbane Bears,11,1992-05-30,1992,A,Richmond Tigers,1.4 1.11 5.16 11.17,83,5.2 11.4 14.6 22.10,142,L,59,Melbourne Cricket Ground,13174.0,11,17,22,10
10548,Brisbane Bears,10,1992-05-23,1992,A,St Kilda Saints,1.2 2.2 6.5 9.6,60,6.2 14.5 20.8 25.18,168,L,108,Moorabbin Oval,18360.0,9,6,25,18
10551,Brisbane Bears,13,1992-06-14,1992,H,Essendon Bombers,3.3 5.4 8.9 12.13,85,2.2 7.4 13.8 18.11,119,L,34,People First Stadium,6442.0,12,13,18,11
10552,Brisbane Bears,14,1992-06-19,1992,A,North Melbourne Kangaroos,2.1 4.5 8.5 16.6,102,6.4 7.9 16.14 20.17,137,L,35,Melbourne Cricket Ground,6396.0,16,6,20,17
10553,Brisbane Bears,15,1992-06-28,1992,H,Hawthorn Hawks,2.3 7.7 12.7 15.14,104,2.2 7.8 11.10 16.12,108,L,4,People First Stadium,7573.0,15,14,16,12
10581,Brisbane Bears,22,1993-08-29,1993,H,Hawthorn Hawks,5.6 9.9 10.12 15.16,106,6.5 11.7 18.16 24.19,163,L,57,The Gabba,11544.0,15,16,24,19
10555,Brisbane Bears,17,1992-07-11,1992,H,Collingwood Magpies,2.2 5.6 7.7 9.10,64,3.4 5.8 8.14 14.19,103,L,39,People First Stadium,13053.0,9,10,14,19
10556,Brisbane Bears,18,1992-07-18,1992,A,Fitzroy Lions,3.8 7.11 13.15 16.18,114,2.1 3.8 7.12 10.13,73,W,41,Princes Park,6461.0,16,18,10,13
10558,Brisbane Bears,21,1992-08-09,1992,H,Adelaide Crows,5.2 8.6 10.8 11.11,77,5.1 9.1 14.7 17.8,110,L,33,People First Stadium,4603.0,11,11,17,8
10559,Brisbane Bears,22,1992-08-15,1992,A,Geelong Cats,2.1 3.3 3.4 9.4,58,5.6 9.7 18.10 23.13,151,L,93,GMHBA Stadium,17187.0,9,4,23,13
10560,Brisbane Bears,23,1992-08-22,1992,H,Sydney Swans,5.2 9.10 15.11 19.15,129,1.3 1.6 3.11 9.16,70,W,59,People First Stadium,4349.0,19,15,9,16
10582,Brisbane Bears,1,1994-03-27,1994,H,Sydney Swans,1.6 4.13 8.17 13.21,99,6.8 8.11 9.13 12.17,89,W,10,The Gabba,7901.0,13,21,12,17
10562,Brisbane Bears,1,1993-03-27,1993,A,North Melbourne Kangaroos,5.1 9.5 15.8 22.11,143,5.5 13.8 18.15 24.22,166,L,23,Melbourne Cricket Ground,8653.0,22,11,24,22
10563,Brisbane Bears,2,1993-04-02,1993,A,Richmond Tigers,5.4 6.7 7.8 11.14,80,5.3 9.8 14.15 18.18,126,L,46,Melbourne Cricket Ground,14497.0,11,14,18,18
10564,Brisbane Bears,3,1993-04-11,1993,H,Melbourne Demons,3.6 8.10 12.10 17.13,115,2.1 5.2 15.9 17.11,113,W,2,The Gabba,12821.0,17,13,17,11
10585,Brisbane Bears,4,1994-04-17,1994,H,St Kilda Saints,4.6 8.9 17.11 22.19,151,2.1 9.3 10.7 15.8,98,W,53,The Gabba,11290.0,22,19,15,8
10566,Brisbane Bears,5,1993-04-25,1993,H,Geelong Cats,1.2 10.4 13.8 19.12,126,4.8 8.11 13.16 18.19,127,L,1,The Gabba,12996.0,19,12,18,19
10568,Brisbane Bears,7,1993-05-08,1993,A,Hawthorn Hawks,2.1 6.6 7.9 10.10,70,3.3 5.6 9.12 16.17,113,L,43,Waverley Park,14375.0,10,10,16,17
10569,Brisbane Bears,8,1993-05-16,1993,H,Sydney Swans,10.7 19.10 27.17 33.21,219,0.1 0.4 2.6 8.9,57,W,162,The Gabba,8916.0,33,21,8,9
10570,Brisbane Bears,10,1993-05-30,1993,H,Adelaide Crows,5.4 8.5 11.9 12.13,85,2.4 7.10 10.14 18.14,122,L,37,The Gabba,12395.0,12,13,18,14
10571,Brisbane Bears,11,1993-06-12,1993,A,St Kilda Saints,1.3 4.4 7.5 11.9,75,5.1 8.2 14.6 20.10,130,L,55,Waverley Park,11748.0,11,9,20,10
10572,Brisbane Bears,12,1993-06-20,1993,H,Collingwood Magpies,3.2 6.3 13.10 14.13,97,5.3 12.10 16.13 20.18,138,L,41,The Gabba,15471.0,14,13,20,18
10573,Brisbane Bears,13,1993-06-26,1993,A,Western Bulldogs,3.3 5.5 8.7 14.9,93,4.3 7.7 13.12 17.19,121,L,28,Western Oval,15397.0,14,9,17,19
10574,Brisbane Bears,14,1993-07-03,1993,A,Essendon Bombers,1.6 3.8 4.9 4.15,39,5.4 10.9 20.12 23.17,155,L,116,Melbourne Cricket Ground,20453.0,4,15,23,17
10575,Brisbane Bears,15,1993-07-10,1993,A,Carlton Blues,4.6 8.9 10.11 14.13,97,1.0 6.5 13.10 19.17,131,L,34,Princes Park,16934.0,14,13,19,17
10576,Brisbane Bears,16,1993-07-18,1993,H,North Melbourne Kangaroos,3.4 6.6 12.9 15.14,104,9.3 14.6 17.11 22.14,146,L,42,The Gabba,9609.0,15,14,22,14
10557,Brisbane Bears,20,1992-07-31,1992,A,West Coast Eagles,2.1 5.2 6.4 8.7,55,8.2 17.7 24.9 29.12,186,L,131,WACA,23236.0,8,7,29,12
10578,Brisbane Bears,18,1993-08-01,1993,A,Melbourne Demons,2.1 4.3 5.8 6.13,49,6.3 12.11 18.14 20.18,138,L,89,Melbourne Cricket Ground,15664.0,6,13,20,18
10579,Brisbane Bears,19,1993-08-08,1993,H,West Coast Eagles,2.1 5.4 6.6 10.11,71,3.7 8.10 14.13 19.17,131,L,60,The Gabba,9046.0,10,11,19,17
10580,Brisbane Bears,21,1993-08-21,1993,A,Fitzroy Lions,0.0 1.3 1.5 5.13,43,5.5 11.7 20.13 22.15,147,L,104,Princes Park,6214.0,5,13,22,15
10583,Brisbane Bears,2,1994-04-03,1994,A,Richmond Tigers,2.0 5.4 6.6 11.6,72,6.5 10.10 16.13 20.14,134,L,62,Melbourne Cricket Ground,15333.0,11,6,20,14
10584,Brisbane Bears,3,1994-04-09,1994,A,Fitzroy Lions,2.1 5.1 10.2 12.6,78,6.1 8.5 13.6 17.9,111,L,33,Western Oval,8829.0,12,6,17,9
10586,Brisbane Bears,5,1994-04-22,1994,A,Melbourne Demons,0.1 0.3 3.4 4.6,30,4.4 9.5 12.11 17.15,117,L,87,Melbourne Cricket Ground,20946.0,4,6,17,15
10587,Brisbane Bears,6,1994-04-30,1994,H,Adelaide Crows,3.2 8.5 13.6 17.8,110,1.3 4.8 10.10 18.13,121,L,11,The Gabba,9457.0,17,8,18,13
10588,Brisbane Bears,7,1994-05-08,1994,A,Western Bulldogs,3.0 5.3 5.6 7.7,49,4.2 6.5 9.11 12.14,86,L,37,Western Oval,12181.0,7,7,12,14
10567,Brisbane Bears,6,1993-05-02,1993,H,Fitzroy Lions,5.0 8.1 10.4 17.8,110,3.5 5.5 10.9 12.11,83,W,27,The Gabba,9893.0,17,8,12,11
10589,Brisbane Bears,8,1994-05-14,1994,A,Hawthorn Hawks,4.4 5.5 7.6 10.7,67,2.3 10.10 17.12 25.16,166,L,99,Waverley Park,12233.0,10,7,25,16
10597,Brisbane Bears,17,1994-07-17,1994,H,Richmond Tigers,2.4 5.8 8.10 12.12,84,5.4 6.7 12.7 15.8,98,L,14,The Gabba,14936.0,12,12,15,8
10605,Brisbane Bears,2,1995-04-09,1995,H,Adelaide Crows,7.4 10.8 15.14 18.18,126,4.0 7.7 11.9 14.15,99,W,27,The Gabba,9334.0,18,18,14,15
10592,Brisbane Bears,12,1994-06-12,1994,A,West Coast Eagles,3.1 7.2 9.3 10.9,69,3.6 6.8 9.9 11.12,78,L,9,Domain Stadium,23492.0,10,9,11,12
10593,Brisbane Bears,13,1994-06-19,1994,H,Essendon Bombers,3.2 9.4 14.7 17.12,114,5.5 6.9 10.12 11.15,81,W,33,The Gabba,18484.0,17,12,11,15
10594,Brisbane Bears,14,1994-06-26,1994,H,Collingwood Magpies,3.4 8.7 14.14 17.19,121,3.2 5.5 7.7 11.11,77,W,44,The Gabba,18881.0,17,19,11,11
10611,Brisbane Bears,8,1995-05-21,1995,H,St Kilda Saints,9.2 11.9 14.12 17.13,115,3.0 8.2 12.7 14.10,94,W,21,The Gabba,7648.0,17,13,14,10
10596,Brisbane Bears,16,1994-07-10,1994,A,Sydney Swans,5.2 12.3 17.6 21.9,135,5.5 9.9 12.16 15.20,110,W,25,Sydney Cricket Ground,5728.0,21,9,15,20
10598,Brisbane Bears,18,1994-07-24,1994,H,Fitzroy Lions,3.3 7.6 8.13 8.17,65,0.3 1.7 3.12 7.16,58,W,7,The Gabba,8236.0,8,17,7,16
10599,Brisbane Bears,19,1994-07-30,1994,A,St Kilda Saints,0.5 1.5 8.7 8.7,55,3.1 4.5 5.9 5.15,45,W,10,Waverley Park,12927.0,8,7,5,15
10600,Brisbane Bears,20,1994-08-07,1994,H,Melbourne Demons,4.1 6.6 10.9 12.12,84,3.3 8.7 11.9 14.15,99,L,15,The Gabba,12341.0,12,12,14,15
10601,Brisbane Bears,21,1994-08-14,1994,A,Adelaide Crows,2.4 7.9 8.9 12.14,86,7.2 8.5 10.8 13.11,89,L,3,AAMI Stadium,36599.0,12,14,13,11
10602,Brisbane Bears,22,1994-08-21,1994,H,Western Bulldogs,2.2 4.5 10.8 13.10,88,5.3 7.8 10.12 14.14,98,L,10,The Gabba,10572.0,13,10,14,14
10603,Brisbane Bears,23,1994-08-28,1994,H,Hawthorn Hawks,1.2 4.5 10.9 13.13,91,6.3 8.8 11.10 15.12,102,L,11,The Gabba,13718.0,13,13,15,12
10604,Brisbane Bears,1,1995-04-01,1995,A,Hawthorn Hawks,3.0 4.3 7.4 11.4,70,4.0 10.2 14.4 20.7,127,L,57,Waverley Park,14653.0,11,4,20,7
10606,Brisbane Bears,3,1995-04-16,1995,H,Sydney Swans,5.8 7.10 11.13 15.14,104,3.1 7.5 10.8 14.15,99,W,5,The Gabba,8460.0,15,14,14,15
10607,Brisbane Bears,4,1995-04-23,1995,H,Carlton Blues,0.2 4.3 5.6 12.10,82,7.6 9.7 14.9 18.11,119,L,37,The Gabba,12009.0,12,10,18,11
10608,Brisbane Bears,5,1995-04-29,1995,A,Richmond Tigers,4.4 7.6 11.7 14.12,96,3.5 7.8 13.12 17.14,116,L,20,Melbourne Cricket Ground,24379.0,14,12,17,14
10609,Brisbane Bears,6,1995-05-07,1995,A,Essendon Bombers,4.3 8.4 11.12 14.16,100,5.1 12.5 16.9 19.14,128,L,28,Princes Park,17646.0,14,16,19,14
10610,Brisbane Bears,7,1995-05-14,1995,A,Melbourne Demons,3.5 4.8 8.15 10.15,75,2.4 6.5 8.8 12.10,82,L,7,Melbourne Cricket Ground,12783.0,10,15,12,10
10612,Brisbane Bears,9,1995-05-28,1995,A,Fremantle Dockers,4.2 5.2 5.5 8.6,54,3.4 9.9 13.15 17.18,120,L,66,Domain Stadium,17574.0,8,6,17,18
10613,Brisbane Bears,10,1995-06-04,1995,A,West Coast Eagles,2.1 3.3 8.4 10.7,67,4.3 7.4 11.5 17.10,112,L,45,Domain Stadium,26261.0,10,7,17,10
10614,Brisbane Bears,11,1995-06-11,1995,H,Fitzroy Lions,3.12 8.21 13.26 17.30,132,2.5 4.11 5.13 10.14,74,W,58,The Gabba,8209.0,17,30,10,14
10615,Brisbane Bears,12,1995-06-25,1995,H,North Melbourne Kangaroos,3.3 4.5 7.10 13.11,89,8.2 11.6 16.11 20.13,133,L,44,The Gabba,11996.0,13,11,20,13
10616,Brisbane Bears,13,1995-07-01,1995,A,Western Bulldogs,4.1 7.2 8.4 8.5,53,3.0 5.4 8.8 9.15,69,L,16,Western Oval,11556.0,8,5,9,15
10617,Brisbane Bears,14,1995-07-08,1995,A,Geelong Cats,4.1 8.4 12.6 15.8,98,4.4 7.12 12.16 15.21,111,L,13,GMHBA Stadium,22459.0,15,8,15,21
10618,Brisbane Bears,15,1995-07-16,1995,H,Collingwood Magpies,3.3 5.8 8.11 11.14,80,3.4 10.10 17.13 19.15,129,L,49,The Gabba,11467.0,11,14,19,15
10619,Brisbane Bears,16,1995-07-23,1995,H,Hawthorn Hawks,0.6 2.12 5.13 14.20,104,6.5 8.7 13.10 14.13,97,W,7,The Gabba,8209.0,14,20,14,13
10620,Brisbane Bears,17,1995-07-30,1995,A,Adelaide Crows,1.2 7.2 10.5 11.10,76,0.4 3.4 5.8 6.10,46,W,30,AAMI Stadium,33829.0,11,10,6,10
10621,Brisbane Bears,18,1995-08-06,1995,A,Sydney Swans,5.4 13.5 17.10 19.12,126,4.2 9.3 12.7 17.9,111,W,15,Sydney Cricket Ground,8150.0,19,12,17,9
10622,Brisbane Bears,19,1995-08-13,1995,A,Carlton Blues,2.2 8.6 9.6 10.11,71,5.4 7.7 10.13 11.19,85,L,14,Princes Park,16350.0,10,11,11,19
10623,Brisbane Bears,20,1995-08-20,1995,H,Richmond Tigers,6.3 13.8 18.11 24.16,160,4.0 8.2 13.3 13.5,83,W,77,The Gabba,11524.0,24,16,13,5
10624,Brisbane Bears,21,1995-08-26,1995,H,Essendon Bombers,8.3 11.5 14.10 17.14,116,2.3 5.10 9.11 12.12,84,W,32,The Gabba,12657.0,17,14,12,12
10626,Brisbane Bears,QF,1995-09-10,1995,A,Carlton Blues,2.1 6.3 9.4 12.5,77,5.5 6.8 9.10 13.12,90,L,13,Melbourne Cricket Ground,52092.0,12,5,13,12
10627,Brisbane Bears,1,1996-03-30,1996,H,Western Bulldogs,4.4 9.7 15.11 21.15,141,1.3 3.8 4.11 7.12,54,W,87,The Gabba,14222.0,21,15,7,12
10628,Brisbane Bears,2,1996-04-06,1996,A,West Coast Eagles,4.2 9.3 11.5 16.7,103,1.3 5.5 9.7 11.11,77,W,26,WACA,29213.0,16,7,11,11
10629,Brisbane Bears,3,1996-04-13,1996,H,Richmond Tigers,3.4 3.8 8.9 13.12,90,3.4 8.8 11.15 15.18,108,L,18,The Gabba,20635.0,13,12,15,18
10630,Brisbane Bears,4,1996-04-19,1996,H,North Melbourne Kangaroos,3.3 8.6 14.12 18.17,125,5.1 9.4 14.7 14.11,95,W,30,The Gabba,17469.0,18,17,14,11
10631,Brisbane Bears,5,1996-04-28,1996,H,Fitzroy Lions,4.2 12.7 17.9 24.14,158,2.5 4.9 6.12 6.13,49,W,109,The Gabba,14495.0,24,14,6,13
10632,Brisbane Bears,6,1996-05-05,1996,A,Fremantle Dockers,4.1 8.1 14.3 17.8,110,3.3 9.5 10.8 12.13,85,W,25,Domain Stadium,24591.0,17,8,12,13
10633,Brisbane Bears,7,1996-05-11,1996,H,Hawthorn Hawks,3.2 10.6 13.9 15.14,104,1.3 4.4 4.10 5.11,41,W,63,The Gabba,20053.0,15,14,5,11
10634,Brisbane Bears,8,1996-05-17,1996,H,Collingwood Magpies,3.5 6.8 12.15 15.18,108,5.4 5.8 10.10 14.14,98,W,10,The Gabba,21644.0,15,18,14,14
10635,Brisbane Bears,9,1996-05-26,1996,A,Sydney Swans,3.1 6.5 8.8 10.14,74,4.2 7.3 15.5 21.6,132,L,58,Sydney Cricket Ground,26537.0,10,14,21,6
10636,Brisbane Bears,10,1996-06-08,1996,A,Geelong Cats,5.1 7.3 12.5 15.8,98,3.2 6.6 7.11 14.14,98,D,0,GMHBA Stadium,24800.0,15,8,14,14
10637,Brisbane Bears,11,1996-06-15,1996,H,Carlton Blues,2.1 4.2 4.5 5.8,38,2.1 6.3 8.6 9.8,62,L,24,The Gabba,20225.0,5,8,9,8
10638,Brisbane Bears,12,1996-06-22,1996,H,Melbourne Demons,4.5 8.8 15.10 18.15,123,3.0 4.2 5.6 6.10,46,W,77,The Gabba,14871.0,18,15,6,10
10640,Brisbane Bears,14,1996-07-06,1996,A,Adelaide Crows,1.2 5.6 10.7 14.10,94,3.2 9.3 12.9 15.12,102,L,8,AAMI Stadium,34183.0,14,10,15,12
10641,Brisbane Bears,15,1996-07-14,1996,H,Essendon Bombers,1.1 7.6 10.8 15.13,103,2.4 2.5 7.8 10.8,68,W,35,The Gabba,20378.0,15,13,10,8
10642,Brisbane Bears,16,1996-07-20,1996,A,Western Bulldogs,1.2 2.3 4.8 4.12,36,0.0 1.1 2.2 3.4,22,W,14,Western Oval,9994.0,4,12,3,4
10643,Brisbane Bears,17,1996-07-27,1996,H,West Coast Eagles,4.2 11.4 17.12 25.13,163,5.3 12.5 15.7 17.14,116,W,47,The Gabba,15772.0,25,13,17,14
10644,Brisbane Bears,18,1996-08-04,1996,H,Richmond Tigers,4.6 4.9 6.15 9.16,70,0.1 0.3 4.6 7.11,53,W,17,Princes Park,17157.0,9,16,7,11
10645,Brisbane Bears,19,1996-08-11,1996,H,North Melbourne Kangaroos,2.2 5.5 7.7 11.11,77,2.4 3.5 6.8 8.11,59,W,18,Princes Park,15453.0,11,11,8,11
10646,Brisbane Bears,20,1996-08-17,1996,H,Fitzroy Lions,5.4 13.8 23.10 29.13,187,4.3 8.5 10.11 14.16,100,W,87,Princes Park,6469.0,29,13,14,16
10647,Brisbane Bears,21,1996-08-24,1996,H,Fremantle Dockers,1.4 4.5 6.11 10.11,71,2.5 4.7 8.8 10.10,70,W,1,The Gabba,19204.0,10,11,10,10
10648,Brisbane Bears,22,1996-08-31,1996,A,Collingwood Magpies,1.5 4.7 5.14 6.15,51,1.3 6.5 8.8 15.10,100,L,49,Victoria Park,21126.0,6,15,15,10
10649,Brisbane Bears,QF,1996-09-06,1996,H,Essendon Bombers,4.6 6.8 11.9 15.11,101,2.1 8.2 10.5 15.10,100,W,1,The Gabba,21964.0,15,11,15,10
10651,Brisbane Bears,PF,1996-09-21,1996,A,North Melbourne Kangaroos,3.1 3.5 7.8 11.10,76,8.3 11.7 16.9 17.12,114,L,38,Melbourne Cricket Ground,66719.0,11,10,17,12
11049,Carlton Blues,SF,1996-09-14,1996,A,Brisbane Bears,3.1 8.4 9.7 10.13,73,6.2 14.5 17.13 26.14,170,L,97,The Gabba,21767.0,10,13,26,14
11229,Collingwood Magpies,19,1987-08-09,1987,A,Brisbane Bears,5.5 11.6 13.13 14.16,100,1.2 4.5 7.8 11.11,77,W,23,People First Stadium,9166.0,14,16,11,11
10842,Carlton Blues,2,1988-04-09,1988,H,Brisbane Bears,4.3 8.5 15.11 19.15,129,2.3 4.10 5.13 7.19,61,W,68,Princes Park,15805.0,19,15,7,19
10826,Carlton Blues,10,1987-05-30,1987,H,Brisbane Bears,4.4 12.9 18.15 27.22,184,5.2 8.5 11.8 12.9,81,W,103,Princes Park,13541.0,27,22,12,9
10861,Carlton Blues,21,1988-08-21,1988,A,Brisbane Bears,3.5 6.12 10.13 13.22,100,5.5 6.5 13.10 14.13,97,W,3,People First Stadium,16727.0,13,22,14,13
10875,Carlton Blues,10,1989-06-03,1989,H,Brisbane Bears,5.4 9.6 14.11 17.13,115,3.4 10.4 13.8 18.10,118,L,3,Princes Park,12099.0,17,13,18,10
10887,Carlton Blues,22,1989-09-03,1989,A,Brisbane Bears,2.2 3.4 6.8 10.10,70,1.2 5.9 10.11 15.15,105,L,35,People First Stadium,15409.0,10,10,15,15
10899,Carlton Blues,12,1990-06-16,1990,H,Brisbane Bears,6.2 10.6 17.7 24.14,158,1.7 6.11 9.17 11.23,89,W,69,Princes Park,11738.0,24,14,11,23
10911,Carlton Blues,3,1991-04-06,1991,H,Brisbane Bears,3.6 6.12 11.14 18.19,127,2.3 5.9 8.13 9.16,70,W,57,Princes Park,16651.0,18,19,9,16
10925,Carlton Blues,18,1991-07-21,1991,A,Brisbane Bears,4.4 6.9 8.13 12.21,93,1.5 6.11 12.14 14.16,100,L,7,People First Stadium,9735.0,12,21,14,16
10932,Carlton Blues,1,1992-03-21,1992,A,Brisbane Bears,1.5 2.9 7.14 13.14,92,4.3 7.6 10.6 10.8,68,W,24,People First Stadium,9066.0,13,14,10,8
10946,Carlton Blues,16,1992-07-04,1992,H,Brisbane Bears,5.3 10.7 21.10 27.17,179,2.3 6.5 8.7 12.8,80,W,99,Princes Park,11693.0,27,17,12,8
10966,Carlton Blues,15,1993-07-10,1993,H,Brisbane Bears,1.0 6.5 13.10 19.17,131,4.6 8.9 10.11 14.13,97,W,34,Princes Park,16934.0,19,17,14,13
10990,Carlton Blues,15,1994-07-02,1994,H,Brisbane Bears,4.7 6.9 11.10 22.12,144,1.2 3.5 5.9 6.10,46,W,98,Princes Park,21119.0,22,12,6,10
11004,Carlton Blues,4,1995-04-23,1995,A,Brisbane Bears,7.6 9.7 14.9 18.11,119,0.2 4.3 5.6 12.10,82,W,37,The Gabba,12009.0,18,11,12,10
11019,Carlton Blues,19,1995-08-13,1995,H,Brisbane Bears,5.4 7.7 10.13 11.19,85,2.2 8.6 9.6 10.11,71,W,14,Princes Park,16350.0,11,19,10,11
11023,Carlton Blues,QF,1995-09-10,1995,H,Brisbane Bears,5.5 6.8 9.10 13.12,90,2.1 6.3 9.4 12.5,77,W,13,Melbourne Cricket Ground,52092.0,13,12,12,5
11036,Carlton Blues,11,1996-06-15,1996,A,Brisbane Bears,2.1 6.3 8.6 9.8,62,2.1 4.2 4.5 5.8,38,W,24,The Gabba,20225.0,9,8,5,8
11216,Collingwood Magpies,6,1987-05-02,1987,H,Brisbane Bears,5.2 9.5 13.7 16.9,105,1.3 4.4 6.8 8.10,58,W,47,Victoria Park,16712.0,16,9,8,10
11233,Collingwood Magpies,1,1988-04-03,1988,A,Brisbane Bears,0.3 2.7 7.13 11.17,83,0.3 4.6 6.12 10.15,75,W,8,People First Stadium,11306.0,11,17,10,15
11251,Collingwood Magpies,19,1988-08-05,1988,H,Brisbane Bears,4.3 9.6 15.9 18.14,122,2.6 5.8 9.8 11.10,76,W,46,Melbourne Cricket Ground,20575.0,18,14,11,10
10639,Brisbane Bears,13,1996-06-29,1996,A,St Kilda Saints,2.1 4.2 7.7 7.8,50,3.4 7.6 12.7 14.12,96,L,46,Waverley Park,13824.0,7,8,14,12
10650,Brisbane Bears,SF,1996-09-14,1996,H,Carlton Blues,6.2 14.5 17.13 26.14,170,3.1 8.4 9.7 10.13,73,W,97,The Gabba,21767.0,26,14,10,13
11825,Essendon Bombers,15,1996-07-14,1996,A,Brisbane Bears,2.4 2.5 7.8 10.8,68,1.1 7.6 10.8 15.13,103,L,35,The Gabba,20378.0,10,8,15,13
11259,Collingwood Magpies,3,1989-04-15,1989,H,Brisbane Bears,5.8 9.11 15.15 19.21,135,3.0 5.3 7.5 11.9,75,W,60,Victoria Park,18240.0,19,21,11,9
11290,Collingwood Magpies,11,1990-06-10,1990,A,Brisbane Bears,4.5 9.10 11.12 15.17,107,2.3 4.3 8.8 10.13,73,W,34,People First Stadium,12339.0,15,17,10,13
11324,Collingwood Magpies,20,1991-08-03,1991,A,Brisbane Bears,4.2 11.6 21.10 26.16,172,1.5 2.6 6.9 10.11,71,W,101,People First Stadium,9302.0,26,16,10,11
11328,Collingwood Magpies,2,1992-03-28,1992,H,Brisbane Bears,3.4 11.10 18.13 23.16,154,5.2 7.4 9.5 13.10,88,W,66,Victoria Park,26166.0,23,16,13,10
11342,Collingwood Magpies,17,1992-07-11,1992,A,Brisbane Bears,3.4 5.8 8.14 14.19,103,2.2 5.6 7.7 9.10,64,W,39,People First Stadium,13053.0,14,19,9,10
11361,Collingwood Magpies,12,1993-06-20,1993,A,Brisbane Bears,5.3 12.10 16.13 20.18,138,3.2 6.3 13.10 14.13,97,W,41,The Gabba,15471.0,20,18,14,13
11383,Collingwood Magpies,14,1994-06-26,1994,A,Brisbane Bears,3.2 5.5 7.7 11.11,77,3.4 8.7 14.14 17.19,121,L,44,The Gabba,18881.0,11,11,17,19
11408,Collingwood Magpies,15,1995-07-16,1995,A,Brisbane Bears,3.4 10.10 17.13 19.15,129,3.3 5.8 8.11 11.14,80,W,49,The Gabba,11467.0,19,15,11,14
11423,Collingwood Magpies,8,1996-05-17,1996,A,Brisbane Bears,5.4 5.8 10.10 14.14,98,3.5 6.8 12.15 15.18,108,L,10,The Gabba,21644.0,14,14,15,18
11437,Collingwood Magpies,22,1996-08-31,1996,H,Brisbane Bears,1.3 6.5 8.8 15.10,100,1.5 4.7 5.14 6.15,51,W,49,Victoria Park,21126.0,15,10,6,15
11614,Essendon Bombers,13,1987-06-20,1987,H,Brisbane Bears,3.3 4.3 6.5 9.10,64,0.2 2.3 2.5 3.9,27,W,37,Windy Hill,8724.0,9,10,3,9
11632,Essendon Bombers,9,1988-05-27,1988,H,Brisbane Bears,6.1 12.5 20.11 29.20,194,3.0 3.2 6.2 8.6,54,W,140,Melbourne Cricket Ground,26653.0,29,20,8,6
11640,Essendon Bombers,17,1988-07-24,1988,A,Brisbane Bears,4.1 9.2 13.5 16.7,103,4.3 5.6 8.9 10.14,74,W,29,People First Stadium,15950.0,16,7,10,14
11652,Essendon Bombers,7,1989-05-14,1989,A,Brisbane Bears,4.6 12.8 14.8 17.10,112,5.1 6.3 11.8 12.9,81,W,31,People First Stadium,12034.0,17,10,12,9
11683,Essendon Bombers,13,1990-06-23,1990,A,Brisbane Bears,4.3 9.7 10.10 15.19,109,2.2 2.8 5.10 7.13,55,W,54,People First Stadium,10105.0,15,19,7,13
11714,Essendon Bombers,21,1991-08-10,1991,H,Brisbane Bears,6.5 7.10 16.16 23.19,157,3.3 9.4 12.7 17.10,112,W,45,Windy Hill,12970.0,23,19,17,10
11730,Essendon Bombers,13,1992-06-14,1992,A,Brisbane Bears,2.2 7.4 13.8 18.11,119,3.3 5.4 8.9 12.13,85,W,34,People First Stadium,6442.0,18,11,12,13
11753,Essendon Bombers,14,1993-07-03,1993,H,Brisbane Bears,5.4 10.9 20.12 23.17,155,1.6 3.8 4.9 4.15,39,W,116,Melbourne Cricket Ground,20453.0,23,17,4,15
11776,Essendon Bombers,13,1994-06-19,1994,A,Brisbane Bears,5.5 6.9 10.12 11.15,81,3.2 9.4 14.7 17.12,114,L,33,The Gabba,18484.0,11,15,17,12
11700,Essendon Bombers,6,1991-04-27,1991,A,Brisbane Bears,2.9 8.11 12.15 16.18,114,5.1 10.3 11.7 12.11,83,W,31,People First Stadium,9253.0,16,18,12,11
